".id","login","id","name","company","location","followers","following","created_at","orgs"
"iplayer","dineshraj",1038235,"Dineshraj Goomany","BBC","",5,5,"2011-09-09T09:47:20Z","bbc, iplayer"
"iplayer","LloydW93",2572695,"Lloyd Wallis","British Broadcasting Corporation","UK",8,0,"2012-10-16T12:30:02Z","UniversityRadioYork, bbc, YSTV, iplayer"
"iplayer","miguelgonz",5243683,"Miguel L Gonzalez","BBC","London",5,0,"2013-08-16T09:52:46Z","iplayer"
"iplayer","mrwillihog",684109,"Matthew Williams","BBC","London, UK",18,9,"2011-03-22T15:42:24Z","jstat, bbc, iplayer"
"iplayer","robinjmurphy",917111,"Robin Murphy","BBC","London, UK",27,34,"2011-07-15T07:55:17Z","bbc, BBC-News, URN, bbc-fm-nk-core-eng, iplayer"
"iplayer","simongregory",33640,"Simon Gregory","BBC","London, England",110,33,"2008-11-10T14:30:28Z","textmate, bbc, iplayer"
"iplayer","simonsinclair",1430787,"Simon Sinclair","BBC","London, United Kingdom",5,7,"2012-02-12T12:49:09Z","bbc, BBC-News, iplayer, bbc-sport, bbc-gel"
"iplayer","UmkaDK",2833247,"Dmytro Konstantinov","Kite (madebykite.com)","",2,9,"2012-11-19T09:34:10Z","bbc, BBCConnectedStudio, Softwire, madebykite, iplayer"
"BBC-Data","benjdlambert",3645856,"Ben Lambert","BBC",NA,20,6,"2013-02-20T09:21:53Z","facebook, bbc, BBC-News, BBC-Data, bbc-fm-nk-core-eng, bbc-sport"
"BBC-Data","blanquish",981085,"Blanca Garcia Gil","","London, UK",13,4,"2011-08-15T14:02:09Z","bbc, BBC-Data, bluechestnut"
"BBC-Data","Integralist",180050,"Mark McDonnell","BBC","",285,34,"2010-01-11T14:26:47Z","BBC-News, BBC-Data"
"BBC-Data","Leyths",162984,"David Simkin","","London, UK",15,12,"2009-12-05T16:48:06Z","BBC-Data, bbc-fm-nk-core-eng"
"BBC-Data","oncletom",138627,"Thomas Parisot","BBC R&D","London, United Kingdom",212,165,"2009-10-12T11:41:18Z","bbcrd, bbc, sudweb, BBC-News, Aquinum, ebu, BordeauxJS, BBC-Data, BBC-News-Labs, tinyfm"
"BBC-Data","slightfoot",906564,"Simon Lightfoot","Demon Developers Ltd","London, UK",33,26,"2011-07-10T21:45:27Z","demon-developers, BBC-Data"
